products pairs;sales num;support
('house keeping products', 'syrup');1;0.0001
('house keeping products', 'canned fruit');1;0.0001
('house keeping products', 'artif. sweetener');1;0.0001
('house keeping products', 'nut snack');2;0.0002
('house keeping products', 'snack products');0;0.0
('house keeping products', 'fish');0;0.0
('house keeping products', 'potato products');1;0.0001
('house keeping products', 'bathroom cleaner');0;0.0
('house keeping products', 'cookware');1;0.0001
('house keeping products', 'soap');0;0.0
('house keeping products', 'cooking chocolate');0;0.0
('house keeping products', 'pudding powder');2;0.0002
('house keeping products', 'tidbits');0;0.0
('house keeping products', 'organic sausage');1;0.0001
('house keeping products', 'cocoa drinks');0;0.0
('house keeping products', 'prosecco');0;0.0
('house keeping products', 'flower soil/fertilizer');1;0.0001
('house keeping products', 'ready soups');0;0.0
('house keeping products', 'specialty vegetables');1;0.0001
('house keeping products', 'organic products');0;0.0
('house keeping products', 'honey');0;0.0
('house keeping products', 'decalcifier');0;0.0
('house keeping products', 'cream');1;0.0001
('house keeping products', 'frozen fruits');0;0.0
('house keeping products', 'hair spray');0;0.0
('house keeping products', 'rubbing alcohol');1;0.0001
('house keeping products', 'liqueur');0;0.0
('house keeping products', 'whisky');0;0.0
('house keeping products', 'salad dressing');0;0.0
('house keeping products', 'make up remover');0;0.0
('house keeping products', 'toilet cleaner');0;0.0
('house keeping products', 'frozen chicken');0;0.0
('house keeping products', 'baby cosmetics');0;0.0
('house keeping products', 'bags');0;0.0
('house keeping products', 'kitchen utensil');0;0.0
('house keeping products', 'preservation products');0;0.0
('house keeping products', 'baby food');0;0.0
('house keeping products', 'sound storage medium');0;0.0
('turkey', 'Instant food products');2;0.0002
('turkey', 'liquor (appetizer)');2;0.0002
('turkey', 'rice');5;0.0005
('turkey', 'instant coffee');2;0.0002
('turkey', 'popcorn');0;0.0
('turkey', 'zwieback');1;0.0001
('turkey', 'soups');0;0.0
('turkey', 'finished products');1;0.0001
('turkey', 'vinegar');1;0.0001
('turkey', 'female sanitary products');0;0.0
('turkey', 'kitchen towels');1;0.0001
('turkey', 'dental care');1;0.0001
('turkey', 'cereals');2;0.0002
('turkey', 'sparkling wine');0;0.0
('turkey', 'sauces');3;0.0003
('turkey', 'softener');0;0.0
('turkey', 'jam');2;0.0002
('turkey', 'spices');2;0.0002
('turkey', 'curd cheese');1;0.0001
('turkey', 'liver loaf');2;0.0002
('turkey', 'cleaner');0;0.0
('turkey', 'male cosmetics');0;0.0
('turkey', 'rum');1;0.0001
('turkey', 'ketchup');1;0.0001
('turkey', 'meat spreads');0;0.0
('turkey', 'brandy');0;0.0
('turkey', 'light bulbs');0;0.0
('turkey', 'tea');1;0.0001
('turkey', 'specialty fat');0;0.0
('turkey', 'abrasive cleaner');0;0.0
('turkey', 'skin care');0;0.0
('turkey', 'nuts/prunes');1;0.0001
('turkey', 'syrup');0;0.0
('turkey', 'canned fruit');1;0.0001
('turkey', 'artif. sweetener');0;0.0
('turkey', 'nut snack');0;0.0
('turkey', 'snack products');0;0.0
('turkey', 'fish');0;0.0
('turkey', 'potato products');1;0.0001
('turkey', 'bathroom cleaner');1;0.0001
('turkey', 'cookware');0;0.0
('turkey', 'soap');0;0.0
('turkey', 'cooking chocolate');1;0.0001
('turkey', 'pudding powder');1;0.0001
('turkey', 'tidbits');1;0.0001
('turkey', 'organic sausage');1;0.0001
('turkey', 'cocoa drinks');0;0.0
('turkey', 'prosecco');1;0.0001
('turkey', 'flower soil/fertilizer');0;0.0
('turkey', 'ready soups');1;0.0001
('turkey', 'specialty vegetables');0;0.0
('turkey', 'organic products');1;0.0001
('turkey', 'honey');0;0.0
('turkey', 'decalcifier');0;0.0
('turkey', 'cream');0;0.0
('turkey', 'frozen fruits');0;0.0
('turkey', 'hair spray');0;0.0
('turkey', 'rubbing alcohol');1;0.0001
('turkey', 'liqueur');0;0.0
('turkey', 'whisky');0;0.0
('turkey', 'salad dressing');1;0.0001
('turkey', 'make up remover');0;0.0
('turkey', 'toilet cleaner');0;0.0
('turkey', 'frozen chicken');0;0.0
('turkey', 'baby cosmetics');0;0.0
('turkey', 'bags');0;0.0
('turkey', 'kitchen utensil');1;0.0001
('turkey', 'preservation products');0;0.0
('turkey', 'baby food');0;0.0
('turkey', 'sound storage medium');0;0.0
('Instant food products', 'liquor (appetizer)');0;0.0
('Instant food products', 'rice');2;0.0002
('Instant food products', 'instant coffee');0;0.0
('Instant food products', 'popcorn');2;0.0002
('Instant food products', 'zwieback');3;0.0003
('Instant food products', 'soups');3;0.0003
('Instant food products', 'finished products');1;0.0001
('Instant food products', 'vinegar');1;0.0001
('Instant food products', 'female sanitary products');1;0.0001
('Instant food products', 'kitchen towels');1;0.0001
('Instant food products', 'dental care');1;0.0001
('Instant food products', 'cereals');0;0.0
('Instant food products', 'sparkling wine');0;0.0
('Instant food products', 'sauces');0;0.0
('Instant food products', 'softener');1;0.0001
('Instant food products', 'jam');1;0.0001
('Instant food products', 'spices');1;0.0001
('Instant food products', 'curd cheese');1;0.0001
('Instant food products', 'liver loaf');0;0.0
('Instant food products', 'cleaner');0;0.0
('Instant food products', 'male cosmetics');0;0.0
('Instant food products', 'rum');0;0.0
('Instant food products', 'ketchup');2;0.0002
('Instant food products', 'meat spreads');0;0.0
('Instant food products', 'brandy');0;0.0
('Instant food products', 'light bulbs');0;0.0
('Instant food products', 'tea');2;0.0002
('Instant food products', 'specialty fat');0;0.0
('Instant food products', 'abrasive cleaner');0;0.0
('Instant food products', 'skin care');2;0.0002
('Instant food products', 'nuts/prunes');1;0.0001
('Instant food products', 'syrup');1;0.0001
('Instant food products', 'canned fruit');2;0.0002
('Instant food products', 'artif. sweetener');0;0.0
('Instant food products', 'nut snack');1;0.0001
('Instant food products', 'snack products');1;0.0001
('Instant food products', 'fish');0;0.0
('Instant food products', 'potato products');1;0.0001
('Instant food products', 'bathroom cleaner');0;0.0
('Instant food products', 'cookware');0;0.0
('Instant food products', 'soap');0;0.0
('Instant food products', 'cooking chocolate');0;0.0
('Instant food products', 'pudding powder');1;0.0001
('Instant food products', 'tidbits');0;0.0
('Instant food products', 'organic sausage');0;0.0
('Instant food products', 'cocoa drinks');0;0.0
('Instant food products', 'prosecco');0;0.0
('Instant food products', 'flower soil/fertilizer');0;0.0
('Instant food products', 'ready soups');0;0.0
('Instant food products', 'specialty vegetables');0;0.0
('Instant food products', 'organic products');0;0.0
('Instant food products', 'honey');1;0.0001
('Instant food products', 'decalcifier');0;0.0
('Instant food products', 'cream');0;0.0
('Instant food products', 'frozen fruits');0;0.0
('Instant food products', 'hair spray');0;0.0
('Instant food products', 'rubbing alcohol');0;0.0
('Instant food products', 'liqueur');0;0.0
('Instant food products', 'whisky');0;0.0
('Instant food products', 'salad dressing');0;0.0
('Instant food products', 'make up remover');0;0.0
('Instant food products', 'toilet cleaner');0;0.0
('Instant food products', 'frozen chicken');0;0.0
('Instant food products', 'baby cosmetics');0;0.0
('Instant food products', 'bags');0;0.0
('Instant food products', 'kitchen utensil');1;0.0001
('Instant food products', 'preservation products');0;0.0
('Instant food products', 'baby food');0;0.0
('Instant food products', 'sound storage medium');0;0.0
('liquor (appetizer)', 'rice');1;0.0001
('liquor (appetizer)', 'instant coffee');1;0.0001
('liquor (appetizer)', 'popcorn');0;0.0
('liquor (appetizer)', 'zwieback');0;0.0
('liquor (appetizer)', 'soups');0;0.0
('liquor (appetizer)', 'finished products');0;0.0
('liquor (appetizer)', 'vinegar');0;0.0
('liquor (appetizer)', 'female sanitary products');0;0.0
('liquor (appetizer)', 'kitchen towels');0;0.0
('liquor (appetizer)', 'dental care');2;0.0002
('liquor (appetizer)', 'cereals');0;0.0
('liquor (appetizer)', 'sparkling wine');0;0.0
('liquor (appetizer)', 'sauces');1;0.0001
('liquor (appetizer)', 'softener');0;0.0
('liquor (appetizer)', 'jam');2;0.0002
('liquor (appetizer)', 'spices');0;0.0
('liquor (appetizer)', 'curd cheese');0;0.0
('liquor (appetizer)', 'liver loaf');0;0.0
('liquor (appetizer)', 'cleaner');0;0.0
('liquor (appetizer)', 'male cosmetics');0;0.0
('liquor (appetizer)', 'rum');1;0.0001
('liquor (appetizer)', 'ketchup');0;0.0
('liquor (appetizer)', 'meat spreads');0;0.0
('liquor (appetizer)', 'brandy');3;0.0003
('liquor (appetizer)', 'light bulbs');3;0.0003
('liquor (appetizer)', 'tea');0;0.0
('liquor (appetizer)', 'specialty fat');1;0.0001
('liquor (appetizer)', 'abrasive cleaner');0;0.0
('liquor (appetizer)', 'skin care');1;0.0001
('liquor (appetizer)', 'nuts/prunes');1;0.0001
('liquor (appetizer)', 'syrup');0;0.0
('liquor (appetizer)', 'canned fruit');0;0.0
('liquor (appetizer)', 'artif. sweetener');0;0.0
('liquor (appetizer)', 'nut snack');2;0.0002
('liquor (appetizer)', 'snack products');0;0.0
('liquor (appetizer)', 'fish');1;0.0001
('liquor (appetizer)', 'potato products');0;0.0
('liquor (appetizer)', 'bathroom cleaner');2;0.0002
('liquor (appetizer)', 'cookware');0;0.0
('liquor (appetizer)', 'soap');0;0.0
('liquor (appetizer)', 'cooking chocolate');1;0.0001
('liquor (appetizer)', 'pudding powder');0;0.0
('liquor (appetizer)', 'tidbits');0;0.0
('liquor (appetizer)', 'organic sausage');1;0.0001
('liquor (appetizer)', 'cocoa drinks');0;0.0
('liquor (appetizer)', 'prosecco');0;0.0
('liquor (appetizer)', 'flower soil/fertilizer');0;0.0
('liquor (appetizer)', 'ready soups');0;0.0
('liquor (appetizer)', 'specialty vegetables');1;0.0001
('liquor (appetizer)', 'organic products');1;0.0001
('liquor (appetizer)', 'honey');0;0.0
('liquor (appetizer)', 'decalcifier');0;0.0
('liquor (appetizer)', 'cream');0;0.0
('liquor (appetizer)', 'frozen fruits');0;0.0
('liquor (appetizer)', 'hair spray');0;0.0
('liquor (appetizer)', 'rubbing alcohol');0;0.0
('liquor (appetizer)', 'liqueur');0;0.0
('liquor (appetizer)', 'whisky');0;0.0
('liquor (appetizer)', 'salad dressing');1;0.0001
('liquor (appetizer)', 'make up remover');0;0.0
('liquor (appetizer)', 'toilet cleaner');0;0.0
('liquor (appetizer)', 'frozen chicken');0;0.0
('liquor (appetizer)', 'baby cosmetics');0;0.0
('liquor (appetizer)', 'bags');0;0.0
('liquor (appetizer)', 'kitchen utensil');0;0.0
('liquor (appetizer)', 'preservation products');0;0.0
('liquor (appetizer)', 'baby food');0;0.0
('liquor (appetizer)', 'sound storage medium');0;0.0
('rice', 'instant coffee');1;0.0001
('rice', 'popcorn');2;0.0002
('rice', 'zwieback');1;0.0001
('rice', 'soups');3;0.0003
('rice', 'finished products');1;0.0001
('rice', 'vinegar');2;0.0002
('rice', 'female sanitary products');2;0.0002
('rice', 'kitchen towels');0;0.0
('rice', 'dental care');1;0.0001
('rice', 'cereals');1;0.0001
('rice', 'sparkling wine');1;0.0001
('rice', 'sauces');1;0.0001
('rice', 'softener');2;0.0002
('rice', 'jam');1;0.0001
('rice', 'spices');0;0.0
('rice', 'curd cheese');1;0.0001
('rice', 'liver loaf');2;0.0002
('rice', 'cleaner');1;0.0001
('rice', 'male cosmetics');0;0.0
('rice', 'rum');1;0.0001
('rice', 'ketchup');0;0.0
('rice', 'meat spreads');0;0.0
('rice', 'brandy');0;0.0
('rice', 'light bulbs');0;0.0
('rice', 'tea');1;0.0001
('rice', 'specialty fat');2;0.0002
('rice', 'abrasive cleaner');3;0.0003
('rice', 'skin care');1;0.0001
('rice', 'nuts/prunes');0;0.0
('rice', 'syrup');1;0.0001
('rice', 'canned fruit');4;0.0004
('rice', 'artif. sweetener');0;0.0
('rice', 'nut snack');0;0.0
('rice', 'snack products');0;0.0
('rice', 'fish');0;0.0
('rice', 'potato products');2;0.0002
('rice', 'bathroom cleaner');1;0.0001
('rice', 'cookware');0;0.0
('rice', 'soap');1;0.0001
('rice', 'cooking chocolate');1;0.0001
('rice', 'pudding powder');0;0.0
('rice', 'tidbits');0;0.0
('rice', 'organic sausage');0;0.0
('rice', 'cocoa drinks');1;0.0001
('rice', 'prosecco');0;0.0
('rice', 'flower soil/fertilizer');0;0.0
('rice', 'ready soups');0;0.0
('rice', 'specialty vegetables');1;0.0001
('rice', 'organic products');2;0.0002
('rice', 'honey');0;0.0
('rice', 'decalcifier');2;0.0002
('rice', 'cream');1;0.0001
('rice', 'frozen fruits');0;0.0
('rice', 'hair spray');0;0.0
('rice', 'rubbing alcohol');0;0.0
('rice', 'liqueur');0;0.0
('rice', 'whisky');0;0.0
('rice', 'salad dressing');1;0.0001
('rice', 'make up remover');0;0.0
('rice', 'toilet cleaner');0;0.0
('rice', 'frozen chicken');0;0.0
('rice', 'baby cosmetics');0;0.0
('rice', 'bags');0;0.0
('rice', 'kitchen utensil');0;0.0
('rice', 'preservation products');0;0.0
('rice', 'baby food');0;0.0
('rice', 'sound storage medium');0;0.0
('instant coffee', 'popcorn');1;0.0001
('instant coffee', 'zwieback');0;0.0
('instant coffee', 'soups');0;0.0
('instant coffee', 'finished products');0;0.0
('instant coffee', 'vinegar');2;0.0002
('instant coffee', 'female sanitary products');1;0.0001
('instant coffee', 'kitchen towels');1;0.0001
('instant coffee', 'dental care');0;0.0
('instant coffee', 'cereals');0;0.0
('instant coffee', 'sparkling wine');0;0.0
('instant coffee', 'sauces');0;0.0
('instant coffee', 'softener');0;0.0
('instant coffee', 'jam');1;0.0001
('instant coffee', 'spices');0;0.0
('instant coffee', 'curd cheese');0;0.0
('instant coffee', 'liver loaf');0;0.0
('instant coffee', 'cleaner');0;0.0
('instant coffee', 'male cosmetics');0;0.0
('instant coffee', 'rum');0;0.0
('instant coffee', 'ketchup');1;0.0001
('instant coffee', 'meat spreads');2;0.0002
('instant coffee', 'brandy');0;0.0
('instant coffee', 'light bulbs');0;0.0
('instant coffee', 'tea');2;0.0002
('instant coffee', 'specialty fat');2;0.0002
('instant coffee', 'abrasive cleaner');1;0.0001
('instant coffee', 'skin care');1;0.0001
('instant coffee', 'nuts/prunes');0;0.0
('instant coffee', 'syrup');0;0.0
('instant coffee', 'canned fruit');0;0.0
('instant coffee', 'artif. sweetener');1;0.0001
('instant coffee', 'nut snack');0;0.0
('instant coffee', 'snack products');0;0.0
('instant coffee', 'fish');1;0.0001
('instant coffee', 'potato products');1;0.0001
('instant coffee', 'bathroom cleaner');0;0.0
('instant coffee', 'cookware');0;0.0
('instant coffee', 'soap');0;0.0
('instant coffee', 'cooking chocolate');0;0.0
('instant coffee', 'pudding powder');0;0.0
('instant coffee', 'tidbits');1;0.0001
('instant coffee', 'organic sausage');0;0.0
('instant coffee', 'cocoa drinks');0;0.0
('instant coffee', 'prosecco');0;0.0
('instant coffee', 'flower soil/fertilizer');1;0.0001
('instant coffee', 'ready soups');1;0.0001
('instant coffee', 'specialty vegetables');1;0.0001
('instant coffee', 'organic products');0;0.0
('instant coffee', 'honey');0;0.0
('instant coffee', 'decalcifier');0;0.0
('instant coffee', 'cream');0;0.0
('instant coffee', 'frozen fruits');0;0.0
('instant coffee', 'hair spray');0;0.0
('instant coffee', 'rubbing alcohol');0;0.0
('instant coffee', 'liqueur');0;0.0
('instant coffee', 'whisky');0;0.0
('instant coffee', 'salad dressing');0;0.0
('instant coffee', 'make up remover');0;0.0
('instant coffee', 'toilet cleaner');0;0.0
('instant coffee', 'frozen chicken');0;0.0
('instant coffee', 'baby cosmetics');0;0.0
('instant coffee', 'bags');0;0.0
('instant coffee', 'kitchen utensil');0;0.0
('instant coffee', 'preservation products');0;0.0
('instant coffee', 'baby food');0;0.0
('instant coffee', 'sound storage medium');0;0.0
('popcorn', 'zwieback');1;0.0001
('popcorn', 'soups');0;0.0
('popcorn', 'finished products');3;0.0003
('popcorn', 'vinegar');0;0.0
('popcorn', 'female sanitary products');0;0.0
('popcorn', 'kitchen towels');1;0.0001
('popcorn', 'dental care');3;0.0003
('popcorn', 'cereals');0;0.0
('popcorn', 'sparkling wine');1;0.0001
('popcorn', 'sauces');1;0.0001
('popcorn', 'softener');0;0.0
('popcorn', 'jam');0;0.0
('popcorn', 'spices');2;0.0002
('popcorn', 'curd cheese');0;0.0
('popcorn', 'liver loaf');0;0.0
('popcorn', 'cleaner');2;0.0002
('popcorn', 'male cosmetics');0;0.0
('popcorn', 'rum');0;0.0
('popcorn', 'ketchup');2;0.0002
('popcorn', 'meat spreads');0;0.0
('popcorn', 'brandy');0;0.0
('popcorn', 'light bulbs');0;0.0
('popcorn', 'tea');0;0.0
('popcorn', 'specialty fat');0;0.0
('popcorn', 'abrasive cleaner');0;0.0
('popcorn', 'skin care');1;0.0001
('popcorn', 'nuts/prunes');0;0.0
('popcorn', 'syrup');1;0.0001
('popcorn', 'canned fruit');2;0.0002
('popcorn', 'artif. sweetener');0;0.0
('popcorn', 'nut snack');1;0.0001
('popcorn', 'snack products');2;0.0002
('popcorn', 'fish');0;0.0
('popcorn', 'potato products');0;0.0
('popcorn', 'bathroom cleaner');0;0.0
('popcorn', 'cookware');0;0.0
('popcorn', 'soap');0;0.0
('popcorn', 'cooking chocolate');0;0.0
('popcorn', 'pudding powder');0;0.0
('popcorn', 'tidbits');0;0.0
('popcorn', 'organic sausage');0;0.0
('popcorn', 'cocoa drinks');1;0.0001
('popcorn', 'prosecco');0;0.0
('popcorn', 'flower soil/fertilizer');0;0.0
('popcorn', 'ready soups');1;0.0001
('popcorn', 'specialty vegetables');0;0.0
('popcorn', 'organic products');1;0.0001
('popcorn', 'honey');0;0.0
('popcorn', 'decalcifier');0;0.0
('popcorn', 'cream');0;0.0
('popcorn', 'frozen fruits');0;0.0
('popcorn', 'hair spray');0;0.0
('popcorn', 'rubbing alcohol');0;0.0
('popcorn', 'liqueur');0;0.0
('popcorn', 'whisky');0;0.0
('popcorn', 'salad dressing');0;0.0
('popcorn', 'make up remover');1;0.0001
('popcorn', 'toilet cleaner');0;0.0
('popcorn', 'frozen chicken');0;0.0
('popcorn', 'baby cosmetics');0;0.0
('popcorn', 'bags');0;0.0
('popcorn', 'kitchen utensil');0;0.0
('popcorn', 'preservation products');0;0.0
('popcorn', 'baby food');0;0.0
('popcorn', 'sound storage medium');0;0.0
('zwieback', 'soups');1;0.0001
('zwieback', 'finished products');0;0.0
('zwieback', 'vinegar');2;0.0002
('zwieback', 'female sanitary products');0;0.0
('zwieback', 'kitchen towels');0;0.0
('zwieback', 'dental care');2;0.0002
('zwieback', 'cereals');0;0.0
('zwieback', 'sparkling wine');1;0.0001
('zwieback', 'sauces');0;0.0
('zwieback', 'softener');1;0.0001
('zwieback', 'jam');1;0.0001
('zwieback', 'spices');2;0.0002
('zwieback', 'curd cheese');1;0.0001
('zwieback', 'liver loaf');0;0.0
('zwieback', 'cleaner');2;0.0002
('zwieback', 'male cosmetics');0;0.0
('zwieback', 'rum');0;0.0
('zwieback', 'ketchup');1;0.0001
('zwieback', 'meat spreads');0;0.0
('zwieback', 'brandy');1;0.0001
('zwieback', 'light bulbs');0;0.0
('zwieback', 'tea');0;0.0
('zwieback', 'specialty fat');0;0.0
('zwieback', 'abrasive cleaner');0;0.0
('zwieback', 'skin care');0;0.0
('zwieback', 'nuts/prunes');0;0.0
('zwieback', 'syrup');0;0.0
('zwieback', 'canned fruit');0;0.0
('zwieback', 'artif. sweetener');0;0.0
('zwieback', 'nut snack');0;0.0
('zwieback', 'snack products');2;0.0002
('zwieback', 'fish');0;0.0
('zwieback', 'potato products');0;0.0
('zwieback', 'bathroom cleaner');0;0.0
('zwieback', 'cookware');0;0.0
('zwieback', 'soap');0;0.0
('zwieback', 'cooking chocolate');0;0.0
('zwieback', 'pudding powder');0;0.0
('zwieback', 'tidbits');0;0.0
('zwieback', 'organic sausage');0;0.0
('zwieback', 'cocoa drinks');0;0.0
('zwieback', 'prosecco');0;0.0
('zwieback', 'flower soil/fertilizer');0;0.0
('zwieback', 'ready soups');0;0.0
('zwieback', 'specialty vegetables');1;0.0001
('zwieback', 'organic products');2;0.0002
('zwieback', 'honey');0;0.0
('zwieback', 'decalcifier');0;0.0
('zwieback', 'cream');0;0.0
('zwieback', 'frozen fruits');0;0.0
('zwieback', 'hair spray');0;0.0
('zwieback', 'rubbing alcohol');0;0.0
('zwieback', 'liqueur');0;0.0
('zwieback', 'whisky');0;0.0
('zwieback', 'salad dressing');0;0.0
('zwieback', 'make up remover');0;0.0
('zwieback', 'toilet cleaner');1;0.0001
('zwieback', 'frozen chicken');0;0.0
('zwieback', 'baby cosmetics');0;0.0
('zwieback', 'bags');0;0.0
('zwieback', 'kitchen utensil');0;0.0
('zwieback', 'preservation products');0;0.0
('zwieback', 'baby food');0;0.0
('zwieback', 'sound storage medium');0;0.0
('soups', 'finished products');2;0.0002
('soups', 'vinegar');2;0.0002
('soups', 'female sanitary products');4;0.0004
('soups', 'kitchen towels');0;0.0
('soups', 'dental care');0;0.0
('soups', 'cereals');1;0.0001
('soups', 'sparkling wine');2;0.0002
('soups', 'sauces');4;0.0004
('soups', 'softener');1;0.0001
('soups', 'jam');1;0.0001
('soups', 'spices');1;0.0001
('soups', 'curd cheese');1;0.0001
('soups', 'liver loaf');1;0.0001
('soups', 'cleaner');0;0.0
('soups', 'male cosmetics');2;0.0002
('soups', 'rum');0;0.0
('soups', 'ketchup');1;0.0001
('soups', 'meat spreads');1;0.0001
('soups', 'brandy');0;0.0
('soups', 'light bulbs');1;0.0001
('soups', 'tea');1;0.0001
('soups', 'specialty fat');2;0.0002
('soups', 'abrasive cleaner');0;0.0
('soups', 'skin care');1;0.0001
('soups', 'nuts/prunes');0;0.0
('soups', 'syrup');1;0.0001
('soups', 'canned fruit');0;0.0
('soups', 'artif. sweetener');1;0.0001
('soups', 'nut snack');0;0.0
('soups', 'snack products');0;0.0
('soups', 'fish');0;0.0
('soups', 'potato products');0;0.0
('soups', 'bathroom cleaner');0;0.0
('soups', 'cookware');1;0.0001
('soups', 'soap');1;0.0001
('soups', 'cooking chocolate');0;0.0
('soups', 'pudding powder');1;0.0001
('soups', 'tidbits');0;0.0
('soups', 'organic sausage');1;0.0001
('soups', 'cocoa drinks');0;0.0
('soups', 'prosecco');0;0.0
('soups', 'flower soil/fertilizer');0;0.0
('soups', 'ready soups');0;0.0
('soups', 'specialty vegetables');2;0.0002
('soups', 'organic products');0;0.0
('soups', 'honey');0;0.0
('soups', 'decalcifier');0;0.0
('soups', 'cream');0;0.0
('soups', 'frozen fruits');0;0.0
('soups', 'hair spray');0;0.0
('soups', 'rubbing alcohol');0;0.0
('soups', 'liqueur');0;0.0
('soups', 'whisky');0;0.0
('soups', 'salad dressing');0;0.0
('soups', 'make up remover');0;0.0
('soups', 'toilet cleaner');0;0.0
('soups', 'frozen chicken');0;0.0
('soups', 'baby cosmetics');1;0.0001
('soups', 'bags');0;0.0
('soups', 'kitchen utensil');0;0.0
('soups', 'preservation products');0;0.0
('soups', 'baby food');1;0.0001
('soups', 'sound storage medium');0;0.0
('finished products', 'vinegar');0;0.0
('finished products', 'female sanitary products');0;0.0
('finished products', 'kitchen towels');0;0.0
('finished products', 'dental care');1;0.0001
('finished products', 'cereals');1;0.0001
('finished products', 'sparkling wine');0;0.0
('finished products', 'sauces');0;0.0
('finished products', 'softener');1;0.0001
('finished products', 'jam');0;0.0
('finished products', 'spices');1;0.0001
('finished products', 'curd cheese');1;0.0001
('finished products', 'liver loaf');0;0.0
('finished products', 'cleaner');1;0.0001
('finished products', 'male cosmetics');0;0.0
('finished products', 'rum');0;0.0
('finished products', 'ketchup');0;0.0
('finished products', 'meat spreads');0;0.0
('finished products', 'brandy');0;0.0
('finished products', 'light bulbs');0;0.0
('finished products', 'tea');0;0.0
('finished products', 'specialty fat');0;0.0
('finished products', 'abrasive cleaner');0;0.0
('finished products', 'skin care');0;0.0
('finished products', 'nuts/prunes');0;0.0
('finished products', 'syrup');0;0.0
('finished products', 'canned fruit');1;0.0001
('finished products', 'artif. sweetener');0;0.0
('finished products', 'nut snack');0;0.0
('finished products', 'snack products');0;0.0
('finished products', 'fish');1;0.0001
('finished products', 'potato products');3;0.0003
('finished products', 'bathroom cleaner');0;0.0
('finished products', 'cookware');0;0.0
('finished products', 'soap');0;0.0
('finished products', 'cooking chocolate');0;0.0
('finished products', 'pudding powder');0;0.0
('finished products', 'tidbits');0;0.0
('finished products', 'organic sausage');2;0.0002
('finished products', 'cocoa drinks');0;0.0
('finished products', 'prosecco');0;0.0
('finished products', 'flower soil/fertilizer');0;0.0
('finished products', 'ready soups');0;0.0
('finished products', 'specialty vegetables');0;0.0
('finished products', 'organic products');1;0.0001
('finished products', 'honey');0;0.0
('finished products', 'decalcifier');0;0.0
('finished products', 'cream');0;0.0
('finished products', 'frozen fruits');0;0.0
('finished products', 'hair spray');1;0.0001
('finished products', 'rubbing alcohol');0;0.0
('finished products', 'liqueur');0;0.0
('finished products', 'whisky');0;0.0
('finished products', 'salad dressing');0;0.0
('finished products', 'make up remover');0;0.0
('finished products', 'toilet cleaner');0;0.0
('finished products', 'frozen chicken');0;0.0
('finished products', 'baby cosmetics');0;0.0
('finished products', 'bags');0;0.0
('finished products', 'kitchen utensil');0;0.0
('finished products', 'preservation products');0;0.0
('finished products', 'baby food');1;0.0001
('finished products', 'sound storage medium');0;0.0
('vinegar', 'female sanitary products');1;0.0001
('vinegar', 'kitchen towels');0;0.0
('vinegar', 'dental care');0;0.0
('vinegar', 'cereals');0;0.0
('vinegar', 'sparkling wine');2;0.0002
('vinegar', 'sauces');0;0.0
('vinegar', 'softener');1;0.0001
('vinegar', 'jam');1;0.0001
('vinegar', 'spices');3;0.0003
('vinegar', 'curd cheese');1;0.0001
('vinegar', 'liver loaf');1;0.0001
('vinegar', 'cleaner');4;0.0004
('vinegar', 'male cosmetics');0;0.0
('vinegar', 'rum');0;0.0
('vinegar', 'ketchup');1;0.0001
('vinegar', 'meat spreads');1;0.0001
('vinegar', 'brandy');0;0.0
('vinegar', 'light bulbs');0;0.0
('vinegar', 'tea');1;0.0001
('vinegar', 'specialty fat');0;0.0
('vinegar', 'abrasive cleaner');2;0.0002
('vinegar', 'skin care');1;0.0001
('vinegar', 'nuts/prunes');0;0.0
('vinegar', 'syrup');0;0.0
('vinegar', 'canned fruit');0;0.0
('vinegar', 'artif. sweetener');1;0.0001
('vinegar', 'nut snack');0;0.0
('vinegar', 'snack products');0;0.0
('vinegar', 'fish');0;0.0
('vinegar', 'potato products');1;0.0001
('vinegar', 'bathroom cleaner');0;0.0
('vinegar', 'cookware');0;0.0
('vinegar', 'soap');0;0.0
('vinegar', 'cooking chocolate');1;0.0001
('vinegar', 'pudding powder');1;0.0001
('vinegar', 'tidbits');0;0.0
('vinegar', 'organic sausage');0;0.0
('vinegar', 'cocoa drinks');1;0.0001
('vinegar', 'prosecco');0;0.0
('vinegar', 'flower soil/fertilizer');1;0.0001
('vinegar', 'ready soups');0;0.0
('vinegar', 'specialty vegetables');0;0.0
('vinegar', 'organic products');0;0.0
('vinegar', 'honey');0;0.0
('vinegar', 'decalcifier');0;0.0
('vinegar', 'cream');0;0.0
('vinegar', 'frozen fruits');0;0.0
('vinegar', 'hair spray');0;0.0
('vinegar', 'rubbing alcohol');0;0.0
('vinegar', 'liqueur');0;0.0
('vinegar', 'whisky');0;0.0
('vinegar', 'salad dressing');0;0.0
('vinegar', 'make up remover');0;0.0
('vinegar', 'toilet cleaner');0;0.0
('vinegar', 'frozen chicken');0;0.0
('vinegar', 'baby cosmetics');0;0.0
('vinegar', 'bags');0;0.0
('vinegar', 'kitchen utensil');0;0.0
('vinegar', 'preservation products');0;0.0
('vinegar', 'baby food');0;0.0
('vinegar', 'sound storage medium');0;0.0
('female sanitary products', 'kitchen towels');1;0.0001
('female sanitary products', 'dental care');0;0.0
('female sanitary products', 'cereals');1;0.0001
('female sanitary products', 'sparkling wine');2;0.0002
('female sanitary products', 'sauces');0;0.0
